"label","area","perimeter","axis_major_length","sample","genotype","plant_num","side","rep_num","time"
2,173.225,50.4713509807915,18.0022681794936,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week3"
3,390.495625,76.6099332139292,27.490778827996,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week3"
4,163.190625,48.1732539419353,16.9256171902395,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week3"
5,408.451875,82.3946049227268,31.2269251773575,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week3"
6,364.934375,78.100313806158,30.3105395827408,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week3"
7,235.015625,64.5156420973604,25.7701235827857,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week3"
8,174.175625,51.5809703885628,19.0849151518299,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week3"
9,491.473125,84.1215601848969,28.111457214728,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week3"
10,320.360625,68.5733585439879,23.9505227105863,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week3"
11,254.345,62.0271644662754,21.9523617213405,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week3"
12,302.51,67.6214555828442,23.4345701642964,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week3"
13,330.395,69.4599332139292,23.984537489542,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week3"
14,342.541875,70.0175450585041,23.4833606666402,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week3"
15,354.371875,72.3809703885628,24.9586326384163,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week3"
16,283.391875,65.7367838740466,24.0552021572644,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week3"
17,323.42375,70.1290674274191,24.832992600712,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week3"
18,367.575,73.0580302527855,23.5923269333507,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week3"
19,370.11,73.3137391362167,25.822658731098,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week3"
1,215.369375,60.9964032818179,24.438746208576,"RIC P3 adaxial_1","RIC","P3","adaxial","1","week3"
2,260.47125,63.0252615051316,23.0798307728717,"RIC P3 adaxial_1","RIC","P3","adaxial","1","week3"
3,207.341875,55.290589796334,20.8846814215395,"RIC P3 adaxial_1","RIC","P3","adaxial","1","week3"
4,243.888125,62.2964032818179,24.299131174925,"RIC P3 adaxial_1","RIC","P3","adaxial","1","week3"
5,303.98875,65.7367838740466,22.6574043798989,"RIC P3 adaxial_1","RIC","P3","adaxial","1","week3"
6,287.405625,66.3541197284454,23.5102388382358,"RIC P3 adaxial_1","RIC","P3","adaxial","1","week3"
7,244.733125,60.2906420973604,21.5257673790166,"RIC P3 adaxial_1","RIC","P3","adaxial","1","week3"
8,235.755,59.8214555828442,21.5472858439313,"RIC P3 adaxial_1","RIC","P3","adaxial","1","week3"
9,246.3175,61.1079256507328,22.8281420609495,"RIC P3 adaxial_1","RIC","P3","adaxial","1","week3"
10,219.383125,60.0771644662754,23.8109835420168,"RIC P3 adaxial_1","RIC","P3","adaxial","1","week3"
11,338.528125,77.450313806158,30.0113129786059,"RIC P3 adaxial_1","RIC","P3","adaxial","1","week3"
12,261.421875,61.9809703885628,22.0532563737113,"RIC P3 adaxial_1","RIC","P3","adaxial","1","week3"
13,271.87875,64.7060226895891,24.2528464628982,"RIC P3 adaxial_1","RIC","P3","adaxial","1","week3"
1,306.840625,65.0214555828442,20.2204198245994,"RIC P3 adaxial_2","RIC","P3","adaxial","2","week3"
2,271.561875,62.5791720294717,21.8150087668703,"RIC P3 adaxial_2","RIC","P3","adaxial","2","week3"
3,264.9075,64.8964032818179,24.4451424851408,"RIC P3 adaxial_2","RIC","P3","adaxial","2","week3"
4,214.63,56.8271644662754,21.1657487348168,"RIC P3 adaxial_2","RIC","P3","adaxial","2","week3"
5,224.241875,57.0175450585041,20.4967301955203,"RIC P3 adaxial_2","RIC","P3","adaxial","2","week3"
6,227.410625,58.5079256507329,21.7690525160762,"RIC P3 adaxial_2","RIC","P3","adaxial","2","week3"
7,292.58125,64.5618361750729,22.3907158524422,"RIC P3 adaxial_2","RIC","P3","adaxial","2","week3"
8,278.744375,67.8445003206741,25.2732557831176,"RIC P3 adaxial_2","RIC","P3","adaxial","2","week3"
9,189.385625,56.9848809129029,23.0394431980453,"RIC P3 adaxial_2","RIC","P3","adaxial","2","week3"
10,239.76875,62.3425973595304,23.1346377828236,"RIC P3 adaxial_2","RIC","P3","adaxial","2","week3"
1,356.59,73.438791437243,26.8459277403954,"ROP P1 abaxial_1","ROP","P1","abaxial","1","week3"
2,337.260625,72.2367838740466,26.9527283429996,"ROP P1 abaxial_1","ROP","P1","abaxial","1","week3"
3,306.735,69.6041197284454,25.9845066651819,"ROP P1 abaxial_1","ROP","P1","abaxial","1","week3"
4,361.976875,72.8867838740466,25.7879214379393,"ROP P1 abaxial_1","ROP","P1","abaxial","1","week3"
5,194.666875,53.7213509807915,19.0822021322802,"ROP P1 abaxial_1","ROP","P1","abaxial","1","week3"
6,193.188125,51.8175450585041,17.4694154975615,"ROP P1 abaxial_1","ROP","P1","abaxial","1","week3"
7,237.761875,63.0579256507328,24.8473377229036,"ROP P1 abaxial_1","ROP","P1","abaxial","1","week3"
8,350.2525,70.4253661071843,22.9512343058845,"ROP P1 abaxial_1","ROP","P1","abaxial","1","week3"
9,216.95375,54.9424927574778,18.6777094766181,"ROP P1 abaxial_1","ROP","P1","abaxial","1","week3"
10,282.546875,64.5156420973604,23.4484501275154,"ROP P1 abaxial_1","ROP","P1","abaxial","1","week3"
1,249.06375,63.4713509807915,22.9836953111142,"ROP P1 abaxial_2","ROP","P1","abaxial","2","week3"
2,376.65875,74.738791437243,26.9897656355647,"ROP P1 abaxial_2","ROP","P1","abaxial","2","week3"
3,291.31375,64.450313806158,22.2857738339387,"ROP P1 abaxial_2","ROP","P1","abaxial","2","week3"
4,220.33375,57.4771644662754,20.6210545091814,"ROP P1 abaxial_2","ROP","P1","abaxial","2","week3"
5,240.19125,65.0867838740466,25.5549494140298,"ROP P1 abaxial_2","ROP","P1","abaxial","2","week3"
6,506.471875,84.4561272916418,27.8379806628859,"ROP P1 abaxial_2","ROP","P1","abaxial","2","week3"
7,280.011875,67.8445003206741,26.2160241486345,"ROP P1 abaxial_2","ROP","P1","abaxial","2","week3"
8,317.2975,67.1945003206742,22.0495657263934,"ROP P1 abaxial_2","ROP","P1","abaxial","2","week3"
9,304.728125,70.1099332139292,25.9841579008682,"ROP P1 abaxial_2","ROP","P1","abaxial","2","week3"
10,248.746875,63.8329779517592,22.6352778607692,"ROP P1 abaxial_2","ROP","P1","abaxial","2","week3"
11,308.319375,67.1156420973604,22.5894362034525,"ROP P1 abaxial_2","ROP","P1","abaxial","2","week3"
12,320.46625,68.2905897963341,23.2013570757976,"ROP P1 abaxial_2","ROP","P1","abaxial","2","week3"
13,294.376875,68.2252615051316,25.5259989803322,"ROP P1 abaxial_2","ROP","P1","abaxial","2","week3"
14,259.098125,66.2752615051316,25.9397119030077,"ROP P1 abaxial_2","ROP","P1","abaxial","2","week3"
1,595.3025,94.0484108450143,30.7649648251631,"ROP P1 adaxial_1","ROP","P1","adaxial","1","week3"
2,235.649375,59.8867838740466,21.5157911675463,"ROP P1 adaxial_1","ROP","P1","adaxial","1","week3"
3,360.18125,73.2022167673017,27.1425828625182,"ROP P1 adaxial_1","ROP","P1","adaxial","1","week3"
4,169.4225,50.4713509807915,18.4453555516768,"ROP P1 adaxial_1","ROP","P1","adaxial","1","week3"
5,311.805,68.3041197284454,25.2922834728236,"ROP P1 adaxial_1","ROP","P1","adaxial","1","week3"
6,403.804375,78.750313806158,28.7472919716316,"ROP P1 adaxial_1","ROP","P1","adaxial","1","week3"
7,354.4775,72.9329779517592,25.8118838504481,"ROP P1 adaxial_1","ROP","P1","adaxial","1","week3"
8,342.119375,74.7579256507328,26.9755150046412,"ROP P1 adaxial_1","ROP","P1","adaxial","1","week3"
9,223.185625,60.5367838740466,23.0512159301824,"ROP P1 adaxial_1","ROP","P1","adaxial","1","week3"
1,240.719375,60.3790674274191,21.7935182408528,"ROP P1 adaxial_2","ROP","P1","adaxial","2","week3"
2,291.73625,65.2771644662754,22.3020392369247,"ROP P1 adaxial_2","ROP","P1","adaxial","2","week3"
3,209.876875,56.9367054225071,20.4371609830438,"ROP P1 adaxial_2","ROP","P1","adaxial","2","week3"
4,253.71125,63.0714555828442,21.4497940162864,"ROP P1 adaxial_2","ROP","P1","adaxial","2","week3"
5,250.5425,64.6271644662754,24.449217328284,"ROP P1 adaxial_2","ROP","P1","adaxial","2","week3"
6,360.60375,75.6445003206741,24.8527252929578,"ROP P1 adaxial_2","ROP","P1","adaxial","2","week3"
7,425.563125,78.7829779517592,26.8754691136643,"ROP P1 adaxial_2","ROP","P1","adaxial","2","week3"
8,274.730625,63.9118361750729,22.3352443370231,"ROP P1 adaxial_2","ROP","P1","adaxial","2","week3"
1,169.316875,50.1559180875365,18.7026693502435,"ROP P2 abaxial_1","ROP","P2","abaxial","1","week3"
2,358.28,78.100313806158,30.0508601524014,"ROP P2 abaxial_1","ROP","P2","abaxial","1","week3"
3,265.224375,62.6445003206741,21.1730000128851,"ROP P2 abaxial_1","ROP","P2","abaxial","1","week3"
4,275.8925,66.7675450585041,25.0164672428315,"ROP P2 abaxial_1","ROP","P2","abaxial","1","week3"
5,155.374375,51.5347763108502,20.1425780278483,"ROP P2 abaxial_1","ROP","P2","abaxial","1","week3"
6,193.188125,51.5809703885628,16.5629620741689,"ROP P2 abaxial_1","ROP","P2","abaxial","1","week3"
7,341.59125,72.7425973595304,26.7010406120105,"ROP P2 abaxial_1","ROP","P2","abaxial","1","week3"
8,319.726875,66.9579256507328,22.9007697949982,"ROP P2 abaxial_1","ROP","P2","abaxial","1","week3"
9,176.499375,50.0117315730203,17.6060706689587,"ROP P2 abaxial_1","ROP","P2","abaxial","1","week3"
10,395.354375,76.2156420973604,26.5814720855719,"ROP P2 abaxial_1","ROP","P2","abaxial","1","week3"
11,339.584375,70.9829779517592,25.9551523414647,"ROP P2 abaxial_1","ROP","P2","abaxial","1","week3"
12,402.959375,76.5310749906155,26.2332120554812,"ROP P2 abaxial_1","ROP","P2","abaxial","1","week3"
13,126.3275,42.2443957186215,14.50030851407,"ROP P2 abaxial_1","ROP","P2","abaxial","1","week3"
14,360.18125,72.3618361750729,25.3825738170278,"ROP P2 abaxial_1","ROP","P2","abaxial","1","week3"
1,366.09625,72.3618361750729,25.5822637406279,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week3"
2,241.775625,65.2771644662754,25.8004080779718,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week3"
3,350.04125,72.0137391362167,26.2457942504479,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week3"
4,387.538125,74.5348809129029,25.9147352381315,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week3"
5,357.118125,76.6214817333574,29.0083363179259,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week3"
6,276.52625,63.6752615051316,21.8710498107027,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week3"
7,270.294375,61.140589796334,20.3392796955678,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week3"
8,149.881875,47.1078471991934,16.4233432005865,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week3"
9,379.933125,75.1195526217005,26.3036429060904,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week3"
10,164.775,48.2194480196478,16.5943799264019,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week3"
11,459.785625,83.4253661071843,30.0481977677076,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week3"
12,335.781875,71.4561272916418,25.032001665139,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week3"
13,334.1975,68.5271644662754,22.1871621647106,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week3"
14,422.28875,84.7580302527855,31.3987352722407,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week3"
15,182.836875,51.8040151263927,19.4112906404525,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week3"
1,288.461875,67.8445003206741,25.787754885684,"ROP P2 adaxial_1","ROP","P2","adaxial","1","week3"
2,335.8875,72.5522167673017,27.3512663486726,"ROP P2 adaxial_1","ROP","P2","adaxial","1","week3"
3,374.651875,73.8522167673017,26.7029853863022,"ROP P2 adaxial_1","ROP","P2","adaxial","1","week3"
4,327.120625,67.9886868351903,23.579880044164,"ROP P2 adaxial_1","ROP","P2","adaxial","1","week3"
5,359.125,72.1714555828442,25.8893825475151,"ROP P2 adaxial_1","ROP","P2","adaxial","1","week3"
6,419.75375,80.3522167673017,29.4206331998868,"ROP P2 adaxial_1","ROP","P2","adaxial","1","week3"
7,247.479375,63.1367838740466,24.2364409996438,"ROP P2 adaxial_1","ROP","P2","adaxial","1","week3"
8,372.750625,75.5329779517592,27.736622298897,"ROP P2 adaxial_1","ROP","P2","adaxial","1","week3"
9,299.235625,68.3041197284454,25.8669312041624,"ROP P2 adaxial_1","ROP","P2","adaxial","1","week3"
1,193.188125,58.5079256507328,22.35389631342,"ROP P2 adaxial_2","ROP","P2","adaxial","2","week3"
2,341.8025,70.3656420973604,24.5879117722424,"ROP P2 adaxial_2","ROP","P2","adaxial","2","week3"
3,272.72375,64.8637391362167,24.2739084262328,"ROP P2 adaxial_2","ROP","P2","adaxial","2","week3"
4,315.81875,66.7675450585041,20.6636102968071,"ROP P2 adaxial_2","ROP","P2","adaxial","2","week3"
5,304.6225,66.8464032818179,24.638710513842,"ROP P2 adaxial_2","ROP","P2","adaxial","2","week3"
6,298.179375,66.1964032818179,23.8963458278972,"ROP P2 adaxial_2","ROP","P2","adaxial","2","week3"
7,382.785,74.9618361750729,25.8559928703341,"ROP P2 adaxial_2","ROP","P2","adaxial","2","week3"
8,337.36625,68.8099332139292,22.1157843587108,"ROP P2 adaxial_2","ROP","P2","adaxial","2","week3"
9,289.940625,66.3983323934747,23.662027422788,"ROP P2 adaxial_2","ROP","P2","adaxial","2","week3"
10,226.988125,60.1098286118766,21.7200395063985,"ROP P2 adaxial_2","ROP","P2","adaxial","2","week3"
11,220.650625,57.7328733497065,20.9238230582883,"ROP P2 adaxial_2","ROP","P2","adaxial","2","week3"
12,244.83875,60.0771644662754,21.4515617250293,"ROP P2 adaxial_2","ROP","P2","adaxial","2","week3"
1,359.019375,79.0984108450142,30.7970700407616,"ROP P3 abaxial_1","ROP","P3","abaxial","1","week3"
2,314.55125,68.8425973595304,24.9543565928641,"ROP P3 abaxial_1","ROP","P3","abaxial","1","week3"
3,326.38125,73.5829779517592,28.73760052735,"ROP P3 abaxial_1","ROP","P3","abaxial","1","week3"
4,290.89125,65.2309703885628,22.8668947328111,"ROP P3 abaxial_1","ROP","P3","abaxial","1","week3"
5,314.12875,68.8752615051316,24.5412110023866,"ROP P3 abaxial_1","ROP","P3","abaxial","1","week3"
6,462.531875,81.6522167673017,28.533714901897,"ROP P3 abaxial_1","ROP","P3","abaxial","1","week3"
7,379.088125,75.7695526217005,28.5209502192673,"ROP P3 abaxial_1","ROP","P3","abaxial","1","week3"
8,352.259375,73.7733585439879,27.635077747836,"ROP P3 abaxial_1","ROP","P3","abaxial","1","week3"
9,394.931875,79.0848809129029,29.9783141664466,"ROP P3 abaxial_1","ROP","P3","abaxial","1","week3"
10,291.9475,65.2445003206741,23.3563315990842,"ROP P3 abaxial_1","ROP","P3","abaxial","1","week3"
11,503.62,84.6791720294717,27.7926045662947,"ROP P3 abaxial_1","ROP","P3","abaxial","1","week3"
1,329.444375,70.2541197284454,25.0490634712658,"ROP P3 abaxial_2","ROP","P3","abaxial","2","week3"
2,432.323125,81.238791437243,30.3143333250972,"ROP P3 abaxial_2","ROP","P3","abaxial","2","week3"
3,289.940625,63.8329779517592,22.0424117300561,"ROP P3 abaxial_2","ROP","P3","abaxial","2","week3"
4,280.434375,64.1579779517592,22.1378868959748,"ROP P3 abaxial_2","ROP","P3","abaxial","2","week3"
5,409.719375,80.0829779517592,28.2064909137459,"ROP P3 abaxial_2","ROP","P3","abaxial","2","week3"
6,362.0825,74.8829779517592,27.5532590998867,"ROP P3 abaxial_2","ROP","P3","abaxial","2","week3"
7,277.899375,66.5445003206742,25.2649192496016,"ROP P3 abaxial_2","ROP","P3","abaxial","2","week3"
8,301.981875,68.9867838740466,26.7248005268058,"ROP P3 abaxial_2","ROP","P3","abaxial","2","week3"
9,442.3575,78.0214555828442,24.7848037566574,"ROP P3 abaxial_2","ROP","P3","abaxial","2","week3"
10,357.540625,74.3445003206741,28.2279771295255,"ROP P3 abaxial_2","ROP","P3","abaxial","2","week3"
11,343.70375,74.5348809129029,28.2042959717377,"ROP P3 abaxial_2","ROP","P3","abaxial","2","week3"
12,315.185,70.8714555828442,27.0335670358826,"ROP P3 abaxial_2","ROP","P3","abaxial","2","week3"
1,306.840625,67.5425973595304,24.641651340722,"ROP P3 adaxial_1","ROP","P3","adaxial","1","week3"
2,223.08,60.5367838740466,23.4711602158762,"ROP P3 adaxial_1","ROP","P3","adaxial","1","week3"
3,264.168125,64.3579256507328,24.3359192652383,"ROP P3 adaxial_1","ROP","P3","adaxial","1","week3"
4,308.741875,68.5195787722136,24.1694384152526,"ROP P3 adaxial_1","ROP","P3","adaxial","1","week3"
5,369.581875,77.7195526217005,27.8989187267555,"ROP P3 adaxial_1","ROP","P3","adaxial","1","week3"
6,398.100625,80.0041197284454,29.6671256135791,"ROP P3 adaxial_1","ROP","P3","adaxial","1","week3"
7,279.378125,66.2290674274191,24.0266355655519,"ROP P3 adaxial_1","ROP","P3","adaxial","1","week3"
8,252.02125,62.6771644662754,23.744604883311,"ROP P3 adaxial_1","ROP","P3","adaxial","1","week3"
9,224.77,60.1098286118766,22.7341363939917,"ROP P3 adaxial_1","ROP","P3","adaxial","1","week3"
10,191.920625,55.0213509807915,20.8507666317918,"ROP P3 adaxial_1","ROP","P3","adaxial","1","week3"
1,363.033125,75.500313806158,27.7728798485019,"ROP P3 adaxial_2","ROP","P3","adaxial","2","week3"
2,370.004375,71.7906943983867,23.7575222751259,"ROP P3 adaxial_2","ROP","P3","adaxial","2","week3"
3,344.3375,71.0618361750729,25.5267793580234,"ROP P3 adaxial_2","ROP","P3","adaxial","2","week3"
4,211.778125,55.3694480196478,20.7177525640925,"ROP P3 adaxial_2","ROP","P3","adaxial","2","week3"
5,337.36625,72.1714555828442,27.1029746655186,"ROP P3 adaxial_2","ROP","P3","adaxial","2","week3"
6,363.244375,74.8829779517592,28.4232138484394,"ROP P3 adaxial_2","ROP","P3","adaxial","2","week3"
7,361.131875,75.2637391362167,28.0845333483935,"ROP P3 adaxial_2","ROP","P3","adaxial","2","week3"
8,316.346875,68.1137391362167,24.8712668440419,"ROP P3 adaxial_2","ROP","P3","adaxial","2","week3"
9,291.419375,66.6098286118766,24.5343048599302,"ROP P3 adaxial_2","ROP","P3","adaxial","2","week3"
10,316.558125,70.4906943983867,25.805096882396,"ROP P3 adaxial_2","ROP","P3","adaxial","2","week3"
1,317.50875,70.6022167673017,26.8035022397035,"Col-0 P1 abaxial_2","Col-0","P1","abaxial","2","week5"
2,366.51875,78.5137391362167,31.3556203777329,"Col-0 P1 abaxial_2","Col-0","P1","abaxial","2","week5"
3,219.805625,57.2079256507328,21.292642050123,"Col-0 P1 abaxial_2","Col-0","P1","abaxial","2","week5"
4,389.545,78.4810749906154,29.8595319743658,"Col-0 P1 abaxial_2","Col-0","P1","abaxial","2","week5"
5,303.883125,66.5445003206741,23.9294157994769,"Col-0 P1 abaxial_2","Col-0","P1","abaxial","2","week5"
6,318.9875,70.9829779517592,27.6719681790689,"Col-0 P1 abaxial_2","Col-0","P1","abaxial","2","week5"
7,423.028125,81.9349855149555,30.147690013056,"Col-0 P1 abaxial_2","Col-0","P1","abaxial","2","week5"
8,403.804375,80.7791720294717,30.6976437735452,"Col-0 P1 abaxial_2","Col-0","P1","abaxial","2","week5"
9,333.3525,81.3041197284454,34.0969725128196,"Col-0 P1 abaxial_2","Col-0","P1","abaxial","2","week5"
10,398.84,81.127269068328,31.3932999187603,"Col-0 P1 abaxial_2","Col-0","P1","abaxial","2","week5"
11,245.26125,65.0079256507328,26.2746709262835,"Col-0 P1 abaxial_2","Col-0","P1","abaxial","2","week5"
12,268.604375,68.5733585439879,26.346002388653,"Col-0 P1 abaxial_2","Col-0","P1","abaxial","2","week5"
13,344.865625,73.3599332139292,27.165812143425,"Col-0 P1 abaxial_2","Col-0","P1","abaxial","2","week5"
1,320.46625,70.7137391362167,25.8908203158,"Col-0 P1 adaxial_1","Col-0","P1","adaxial","1","week5"
2,259.520625,65.7367838740466,25.9506507158068,"Col-0 P1 adaxial_1","Col-0","P1","adaxial","1","week5"
3,289.729375,72.565746699413,29.1411525753344,"Col-0 P1 adaxial_1","Col-0","P1","adaxial","1","week5"
4,270.083125,67.9560226895891,26.8794321160476,"Col-0 P1 adaxial_1","Col-0","P1","adaxial","1","week5"
5,289.62375,69.1771644662754,27.1027965394149,"Col-0 P1 adaxial_1","Col-0","P1","adaxial","1","week5"
6,265.435625,66.1964032818179,25.7858091128907,"Col-0 P1 adaxial_1","Col-0","P1","adaxial","1","week5"
1,220.861875,61.4098286118766,24.5875272456112,"Col-0 P1 adaxial_2","Col-0","P1","adaxial","2","week5"
2,348.5625,75.8022167673017,29.660311114925,"Col-0 P1 adaxial_2","Col-0","P1","adaxial","2","week5"
3,212.5175,60.6483062429616,23.5201807567829,"Col-0 P1 adaxial_2","Col-0","P1","adaxial","2","week5"
4,232.058125,65.8945003206741,26.6218397333505,"Col-0 P1 adaxial_2","Col-0","P1","adaxial","2","week5"
5,400.53,84.2848809129029,34.7135825993811,"Col-0 P1 adaxial_2","Col-0","P1","adaxial","2","week5"
6,349.301875,80.050313806158,32.0214807248585,"Col-0 P1 adaxial_2","Col-0","P1","adaxial","2","week5"
1,335.993125,72.6310749906155,27.5445531589167,"Col-0 P2 abaxial_1","Col-0","P2","abaxial","1","week5"
2,391.02375,79.0984108450142,29.533075573808,"Col-0 P2 abaxial_1","Col-0","P2","abaxial","1","week5"
3,395.143125,81.4291720294717,31.7069290462,"Col-0 P2 abaxial_1","Col-0","P2","abaxial","1","week5"
4,326.486875,69.5714555828442,25.9646194498236,"Col-0 P2 abaxial_1","Col-0","P2","abaxial","1","week5"
5,244.521875,62.0271644662754,23.8588460097141,"Col-0 P2 abaxial_1","Col-0","P2","abaxial","1","week5"
6,320.255,71.4752615051316,27.3713044844258,"Col-0 P2 abaxial_1","Col-0","P2","abaxial","1","week5"
7,407.29,79.3676496605568,28.0363432313406,"Col-0 P2 abaxial_1","Col-0","P2","abaxial","1","week5"
8,415.52875,83.2214555828442,32.3435642708615,"Col-0 P2 abaxial_1","Col-0","P2","abaxial","1","week5"
9,264.9075,71.3310749906154,29.8434845728874,"Col-0 P2 abaxial_1","Col-0","P2","abaxial","1","week5"
10,237.0225,62.3290674274191,24.2148055262127,"Col-0 P2 abaxial_1","Col-0","P2","abaxial","1","week5"
1,275.998125,70.838791437243,29.0139807873895,"Col-0 P2 abaxial_2","Col-0","P2","abaxial","2","week5"
2,250.859375,71.4425973595304,30.2662441184184,"Col-0 P2 abaxial_2","Col-0","P2","abaxial","2","week5"
3,339.373125,80.8906943983867,33.836949692442,"Col-0 P2 abaxial_2","Col-0","P2","abaxial","2","week5"
4,229.4175,65.040589796334,27.3486028532237,"Col-0 P2 abaxial_2","Col-0","P2","abaxial","2","week5"
5,238.395625,67.213634534164,29.0855818335434,"Col-0 P2 abaxial_2","Col-0","P2","abaxial","2","week5"
6,247.479375,67.9098286118766,28.7416457399621,"Col-0 P2 abaxial_2","Col-0","P2","abaxial","2","week5"
7,241.2475,66.6098286118766,27.7411217996235,"Col-0 P2 abaxial_2","Col-0","P2","abaxial","2","week5"
8,362.610625,74.3118361750729,27.6720690177631,"Col-0 P2 abaxial_2","Col-0","P2","abaxial","2","week5"
9,400.1075,79.5580302527855,29.9947994079489,"Col-0 P2 abaxial_2","Col-0","P2","abaxial","2","week5"
10,310.431875,69.6041197284454,27.3204116650986,"Col-0 P2 abaxial_2","Col-0","P2","abaxial","2","week5"
1,282.6525,65.8945003206741,24.4956344437786,"Col-0 P2 adaxial_1","Col-0","P2","adaxial","1","week5"
2,228.678125,61.1867838740466,23.5726317757859,"Col-0 P2 adaxial_1","Col-0","P2","adaxial","1","week5"
3,300.18625,72.1252615051316,28.1868207816796,"Col-0 P2 adaxial_1","Col-0","P2","adaxial","1","week5"
4,297.756875,71.0618361750729,28.7332185975127,"Col-0 P2 adaxial_1","Col-0","P2","adaxial","1","week5"
5,393.875625,84.7906943983867,32.9094770589894,"Col-0 P2 adaxial_1","Col-0","P2","adaxial","1","week5"
6,161.18375,53.5445003206742,22.098471187892,"Col-0 P2 adaxial_1","Col-0","P2","adaxial","1","week5"
7,271.139375,66.4329779517592,25.4093866556379,"Col-0 P2 adaxial_1","Col-0","P2","adaxial","1","week5"
1,410.564375,80.3195526217005,30.3846192188824,"Col-0 P2 adaxial_2","Col-0","P2","adaxial","2","week5"
2,277.899375,67.0367838740466,25.5262794168553,"Col-0 P2 adaxial_2","Col-0","P2","adaxial","2","week5"
3,286.0325,68.9214555828442,25.7589693724691,"Col-0 P2 adaxial_2","Col-0","P2","adaxial","2","week5"
4,277.5825,68.5406943983867,25.7344437590062,"Col-0 P2 adaxial_2","Col-0","P2","adaxial","2","week5"
5,179.14,57.0502092041053,23.1291141475929,"Col-0 P2 adaxial_2","Col-0","P2","adaxial","2","week5"
6,289.518125,77.0157728499262,31.9674800502667,"Col-0 P2 adaxial_2","Col-0","P2","adaxial","2","week5"
7,393.13625,76.2945003206741,27.3233220351999,"Col-0 P2 adaxial_2","Col-0","P2","adaxial","2","week5"
8,349.090625,74.3118361750729,28.6709083739937,"Col-0 P2 adaxial_2","Col-0","P2","adaxial","2","week5"
9,264.485,68.350313806158,27.4530255018009,"Col-0 P2 adaxial_2","Col-0","P2","adaxial","2","week5"
1,368.103125,79.0195526217005,30.8403242721487,"Col-0 P3 abaxial_1","Col-0","P3","abaxial","1","week5"
2,336.94375,74.3906943983867,29.1340837604517,"Col-0 P3 abaxial_1","Col-0","P3","abaxial","1","week5"
3,390.39,79.400313806158,30.3487805597187,"Col-0 P3 abaxial_1","Col-0","P3","abaxial","1","week5"
4,372.750625,75.7695526217005,27.5208674190872,"Col-0 P3 abaxial_1","Col-0","P3","abaxial","1","week5"
5,398.100625,78.8427019615831,29.4517288602209,"Col-0 P3 abaxial_1","Col-0","P3","abaxial","1","week5"
6,398.62875,82.1253661071843,31.1587813397108,"Col-0 P3 abaxial_1","Col-0","P3","abaxial","1","week5"
7,366.94125,75.4214555828442,28.4163213821674,"Col-0 P3 abaxial_1","Col-0","P3","abaxial","1","week5"
8,490.73375,90.3061272916418,35.3966314823481,"Col-0 P3 abaxial_1","Col-0","P3","abaxial","1","week5"
1,275.364375,67.3848809129029,26.3283068807416,"Col-0 P3 abaxial_2","Col-0","P3","abaxial","2","week5"
2,252.126875,63.0252615051316,23.5876131013027,"Col-0 P3 abaxial_2","Col-0","P3","abaxial","2","week5"
3,330.078125,76.9906943983867,31.5688841929858,"Col-0 P3 abaxial_2","Col-0","P3","abaxial","2","week5"
4,409.719375,80.6676496605567,30.297924885475,"Col-0 P3 abaxial_2","Col-0","P3","abaxial","2","week5"
5,349.724375,75.0406943983867,28.8545555382347,"Col-0 P3 abaxial_2","Col-0","P3","abaxial","2","week5"
6,296.80625,70.9829779517592,27.8116283828341,"Col-0 P3 abaxial_2","Col-0","P3","abaxial","2","week5"
7,164.56375,55.7310749906155,23.7373648499251,"Col-0 P3 abaxial_2","Col-0","P3","abaxial","2","week5"
